Date,Region,Place,Trigger,Weak Layer,Depth,Width,Vertical,Aspect,Elevation,Coordinates,Caught,Carried,Buried - Partly,Buried - Fully,Injured,Killed
02/25/2012,Ogden,WC Backcountry,Natural,,"20""",100,80,Northeast,7800,"0.000000000000, 0.000000000000",,,,,,
02/24/2012,Salt Lake,Argenta,Explosive,Surface Hoar,4',600,2000,Northwest,10000,"40.627939000000, -111.668496000000",,,,,,
02/24/2012,Salt Lake,"White Pine Canyon, North Fork",Snowmobiler,Surface Hoar,2',200,50,East,8800,"41.933344000000, -111.661438000000",,,,,,
02/24/2012,Salt Lake,Ivory Slabs,Explosive,,unknown,Unknown,Unknown,East,9800,"40.606850000000, -111.667099000000",,,,,,
02/24/2012,Skyline,Skyline,Natural,,unknown,1/2 mile,1000,Northeast,11200,"39.571558000000, -111.308327000000",,,,,,
02/24/2012,Salt Lake,Wall of Voodoo,Skier,,unknown,Unknown,Unknown,North,9000,"40.665861000000, -111.595688000000",,,,,,
02/24/2012,Salt Lake,Ivory Slabs,Explosive,,unknown,Unknown,Unknown,East,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/24/2012,Salt Lake,Ski Area/Highway Control Work,Unknown,,unknown,Unknown,Unknown,,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/24/2012,Provo,Snake Creek,Snowmobiler,New Snow/Old Snow Interface,4',250,400,South,Unknown,"0.000000000000, 0.000000000000",1,1,,,,
02/24/2012,Logan,Crescent Lake Canyon,Snowmobiler,Surface Hoar,2',175,200,Northeast,9000,"41.987084000000, -111.634315000000",,,,,,
02/24/2012,Uintas,Uintas,Skier,Depth Hoar,2.5',50,100,East,10000,"0.000000000000, 0.000000000000",,,,,,
02/24/2012,SE Idaho,Bloomington Canyon,Snowmobiler,Surface Hoar,2',Unknown,200,East,8900,"42.165441000000, -111.611871000000",1,1,1,,,
02/24/2012,Uintas,Uintas,Snowmobiler,Facets,3',Unknown,Unknown,East,10300,"0.000000000000, 0.000000000000",,,,,,
02/24/2012,Ogden,Whiskey Hill,Snowmobiler,Facets,3',300,350,Northeast,9000,"41.516354000000, -111.473808000000",1,1,,1,1,
02/24/2012,Salt Lake,Sunset,Snowmobiler,,unknown,Unknown,Unknown,Northwest,9600,"0.000000000000, 0.000000000000",,,,,,
02/24/2012,Salt Lake,Two Dogs,Natural,,unknown,Unknown,Unknown,North,10000,"40.600008000000, -111.642551000000",,,,,,
02/24/2012,Salt Lake,Murdock Pk,Skier,New Snow/Old Snow Interface,"1""",90,350,Southeast,9400,"40.690970000000, -111.609174000000",,,,,,
02/23/2012,Salt Lake,Two Dogs,Natural,,unknown,Unknown,Unknown,Northeast,10200,"40.599642000000, -111.642381000000",,,,,,
02/23/2012,Provo,Timpanogos,Natural,Graupel,unknown,Unknown,Unknown,East,10500,"40.383657000000, -111.632423000000",,,,,,
02/23/2012,Salt Lake,Dutch Draw,Snowboarder,Facets,"16""",50,600,East,9800,"40.653034000000, -111.592255000000",1,1,,1,,1
02/23/2012,Uintas,Uintas,Natural,Facets,2.5',Unknown,Unknown,East,10500,"0.000000000000, 0.000000000000",,,,,,
02/23/2012,Salt Lake,Ski Area/Highway Control Work,Explosive,,unknown,Unknown,Unknown,,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/23/2012,Salt Lake,Monitors,Skier,,"18""",45,800,Northeast,10100,"0.000000000000, 0.000000000000",,,,,,
02/23/2012,Uintas,Uintas,Natural,Facets,2.5',Unknown,Unknown,Northeast,11000,"0.000000000000, 0.000000000000",,,,,,
02/23/2012,Uintas,Campbell Hollow,Natural,Facets,unknown,100,250,North,9800,"40.460401000000, -111.150570000000",,,,,,
02/23/2012,Uintas,Mill Hollow,Skier,,unknown,Unknown,100,East,10200,"40.392274000000, -111.170890000000",,,,,,
02/23/2012,SE Idaho,Wilderness Peak Area,Snowmobiler,Surface Hoar,2.5',250,Unknown,East,9200,"42.037526000000, -111.645087000000",1,1,1,,,
02/23/2012,Salt Lake,Mickey Mouse Mine,Natural,,2.5',80,Unknown,South,9800,"40.622292000000, -111.569080000000",,,,,,
02/22/2012,Logan,"Double Top Ridge, North",Snowmobiler,Surface Hoar,3',200,500,Northeast,9000,"41.979484000000, -111.641436000000",1,1,,,,
02/22/2012,Logan,Logan Canyon,Natural,New Snow/Old Snow Interface,unknown,Unknown,Unknown,North,6400,"0.000000000000, 0.000000000000",,,,,,
02/22/2012,Logan,Naomi Trail,Snowmobiler,Facets,2.5',600,350,East,8800,"41.906238000000, -111.654267000000",1,1,1,,,
02/22/2012,Logan,Upper Steam Mill,Snowmobiler,Surface Hoar,"18""",100,200,Northeast,9000,"41.953014000000, -111.646460000000",1,1,1,,,
02/22/2012,Ogden,Taylor Canyon,Natural,,unknown,50,600,Northwest,7200,"41.206846000000, -111.904378000000",,,,,,
02/22/2012,Logan,Football Field,Natural,Surface Hoar,2',100,90,Southwest,7700,"41.973020000000, -111.475096000000",,,,,,
02/21/2012,Salt Lake,Dog Lake area,Skier,Density Change,"5""",60,350,Northeast,9700,"40.585082000000, -111.587749000000",,,,,,
02/20/2012,Salt Lake,Pine Cone Ridge,Explosive,Depth Hoar,2.5',300,600,Northeast,9600,"0.000000000000, 0.000000000000",,,,,,
02/20/2012,Salt Lake,Lowe Peak,Skier,New Snow/Old Snow Interface,"8""",70,100,Southeast,9400,"40.420614000000, -112.204452000000",,,,,,
02/20/2012,SE Idaho,BeaverCreek Canyon,Snowmobiler,Facets,3.5',60,600,East,Unknown,"42.019713000000, -111.574402000000",1,,,,,
02/20/2012,Salt Lake,West Bowl,Skier,Surface Hoar,"10""",50,200,North,9800,"40.598920000000, -111.626517000000",,,,,,
02/19/2012,Salt Lake,Tri-county Peak,Natural,New Snow/Old Snow Interface,"2""",30,40,South,9600,"40.610304000000, -111.543503000000",,,,,,
02/19/2012,Provo,Chablis,Natural,New Snow,"6""",200,1000,East,10400,"40.365094000000, -111.614270000000",,,,,,
02/19/2012,Provo,Ant Knolls,Snowmobiler,Facets,"12""",200,450,Southeast,9500,"40.552581000000, -111.567664000000",,,,,,
02/18/2012,Uintas,Windy Peak,Snowmobiler,Depth Hoar,2.5',200,150,Southwest,10300,"40.842320000000, -111.025858000000",3,3,,,,
02/16/2012,Uintas,Race Track Bowl,Snowmobiler,Depth Hoar,3',100,400,North,9900,"40.298631000000, -111.124885000000",1,,,,,
02/15/2012,Logan,Castle Rock,Natural,New Snow/Old Snow Interface,"10""",50,500,Northeast,9500,"41.902596000000, -111.669245000000",,,,,,
02/13/2012,Salt Lake,Pink Pine,Unknown,New Snow,"14""",35,350,East,9100,"40.557577000000, -111.691582000000",,,,,,
02/13/2012,Salt Lake,Mill B South,Natural,,2',300,1250,North,10700,"40.591600000000, -111.710744000000",,,,,,
02-12-12,Salt Lake,Twin Lakes Pass,Unknown,Facets,"7""",100,150,North,10000,"40.594533000000, -111.608391000000",,,,,,
02-12-12,Salt Lake,No No Name,Natural,,"8""",500,400,East,9700,"40.631660000000, -111.563179000000",,,,,,
02-12-12,Provo,UFO Bowls,Natural,New Snow/Old Snow Interface,"9""",150,800,Northeast,10000,"40.418103000000, -111.629891000000",,,,,,
02-12-12,Salt Lake,West Monitor,Natural,Density Change,"12""",300,900,Northeast,10100,"40.647644000000, -111.582685000000",,,,,,
02-11-12,Logan,Providence Canyon,Natural,,unknown,25,100,North,6200,"0.000000000000, 0.000000000000",,,,,,
02-10-12,Provo,Y Mountain,Unknown,,unknown,Unknown,Unknown,West,5200,"40.249398000000, -111.620064000000",,,,,,
02-05-12,Skyline,Lost Creek Reservoir,Snowmobiler,Facets,3',1/4 mile,350,North,9800,"38.716456000000, -111.721988000000",2,1,,1,,1
02-04-12,Uintas,Uintas,Snowmobiler,Facets,3',100,100,East,9800,"40.356715000000, -111.163573000000",,,,,,
02-04-12,Provo,Outhouse Chutes,Snowmobiler,Facets,4',80,700,North,10600,"40.543711000000, -111.646628000000",,,,,,
02-03-12,Logan,"Middle Fork, Providence Canyon",Snowmobiler,Surface Hoar,"8""",70,Unknown,East,Unknown,"41.672781000000, -111.708581000000",,,,,,
02-03-12,SE Idaho,Franklin Basin,Snowboarder,,"18""",50,100,North,7900,"42.080006000000, -111.626372000000",,,,,,
02-03-12,Salt Lake,Room of Doom,Natural,Facets,unknown,Unknown,Unknown,North,10400,"40.600040000000, -111.669803000000",,,,,,
02-03-12,Salt Lake,Mineral Fork,Natural,Facets,unknown,Unknown,Unknown,North,10200,"40.603389000000, -111.676116000000",,,,,,
01/29/2012,Salt Lake,Tuscarora,Skier,Facets,3.5',70,800,East,10600,"40.583877000000, -111.598392000000",,,,,,
01/29/2012,Salt Lake,Lake Desolation,Skier,Facets,"18""",125,450,West,9700,"40.658817000000, -111.597469000000",,,,,,
01/29/2012,Salt Lake,Mt Aire,Natural,,unknown,Unknown,Unknown,North,8600,"40.719581000000, -111.691647000000",,,,,,
01/29/2012,Skyline,Right Fork Huntington Creek,Unknown,Depth Hoar,3',125,200,North,10000,"39.571326000000, -111.309142000000",,,,,,
01/29/2012,Salt Lake,Two Dogs,Skier,Facets,2',400,500,Northeast,10300,"40.599812000000, -111.642637000000",1,1,,,,
01/28/2012,Uintas,Double Hill,Snowmobiler,Depth Hoar,3',500,250,Northeast,10000,"40.831476000000, -110.959682000000",,,,,,
01/28/2012,Uintas,Chalk Creek,Skier,Depth Hoar,3',175,400,North,10400,"40.840827000000, -111.108427000000",,,,,,
01/28/2012,Salt Lake,Porter Fork,Skier,Facets,3',200,Unknown,Northeast,9400,"40.671492000000, -111.723833000000",,,,,,
01/28/2012,Salt Lake,Kessler Peak,Snowboarder,Facets,2.5',1000,2500,West,10200,"40.624442000000, -111.669588000000",1,1,,1,1,1
01/28/2012,Salt Lake,Holy Toledo,Skier,Facets,2',80,Unknown,Northwest,10200,"40.600211000000, -111.646907000000",,,,,,
01/28/2012,Uintas,Uintas,Snowmobiler,,4',900,1000,Southeast,9500,"40.349946000000, -111.149368000000",1,,1,,,
01/27/2012,Salt Lake,Cardiff Peak,Explosive,Depth Hoar,3',150,Unknown,North,9900,"40.596489000000, -111.655469000000",,,,,,
01/27/2012,Salt Lake,Ivory Slabs,Explosive,Depth Hoar,3',200,Unknown,East,10200,"40.605710000000, -111.667614000000",,,,,,
01/27/2012,Salt Lake,Red Cliffs,Unknown,Facets,3',100,600,East,9600,"40.667358000000, -111.603584000000",,,,,,
01/27/2012,Salt Lake,Toledo Chutes,Skier,New Snow/Old Snow Interface,"12""",35,700,Southeast,10200,"40.597825000000, -111.647744000000",,,,,,
01/27/2012,Salt Lake,Days Fork,Skier,Depth Hoar,3',200,800,North,10100,"40.599584000000, -111.639633000000",,,,,,
01/27/2012,Skyline,Skyline,Skier,New Snow/Old Snow Interface,2.5',250,100,East,9200,"39.569837000000, -111.265411000000",,,,,,
01/27/2012,Salt Lake,Silver Fork,Natural,,unknown,Unknown,Unknown,,Unknown,"40.628233000000, -111.619440000000",,,,,,
01/26/2012,Skyline,Skyline,Natural,Depth Hoar,"14""",40,50,Northwest,8800,"39.671917000000, -111.337509000000",,,,,,
01/26/2012,Skyline,Skyline,Natural,Facets,"14""",60,50,Northwest,8200,"39.666103000000, -111.344461000000",,,,,,
01/25/2012,Logan,Rodeo Grounds,Snowmobiler,Depth Hoar,4',Unknown,Unknown,East,9400,"41.713289000000, -111.714606000000",,,,,,
01/25/2012,Uintas,Uintas,Snowmobiler,Depth Hoar,3',500,200,East,10200,"40.947167000000, -110.668201000000",,,,,,
01/24/2012,Ogden,Whiskey Hill,Snowmobiler,Ground Interface,7',200,600,,9000,"41.501732000000, -111.466942000000",,1,,,,
01/24/2012,Salt Lake,Bear Trap,Skier,Facets,2',70,50,North,8500,"40.648170000000, -111.608627000000",,,,,,
01/24/2012,Skyline,Skyline,Unknown,,unknown,Unknown,Unknown,Northeast,9300,"39.461909000000, -111.341629000000",,,,,,
01/24/2012,Salt Lake,South Square Chutes,Unknown,Facets,3',200,700,East,9600,"40.663192000000, -111.599121000000",,,,,,
01/23/2012,Salt Lake,West Monitor,Skier,Facets,4',150,900,Northeast,10100,"0.000000000000, 0.000000000000",,,,,,
01/23/2012,Salt Lake,Dutch Draw,Unknown,,unknown,Unknown,Unknown,Northeast,9900,"40.652220000000, -111.593328000000",,,,,,
01/23/2012,Skyline,GE Hill/Skyline Summit,Unknown,Facets,unknown,200,100,East,9700,"39.589328000000, -111.280078000000",,,,,,
01/23/2012,Salt Lake,Happy Days,Unknown,,2.5',45,100,Northeast,8100,"40.639834000000, -111.645062000000",,,,,,
01/22/2012,Provo,Timpanogos,Natural,Facets,2.5',Unknown,Unknown,North,9000,"40.426728000000, -111.659718000000",,,,,,
01/22/2012,Salt Lake,Meadows,Natural,,unknown,Unknown,Unknown,Northeast,9500,"40.618904000000, -111.628218000000",,,,,,
01/22/2012,Uintas,Mill Hollow Slide Path,Natural,Depth Hoar,unknown,Unknown,Unknown,North,Unknown,"40.506129000000, -111.077785000000",,,,,,
01/22/2012,Salt Lake,No No Name,Natural,Facets,"18""",70,Unknown,East,9800,"40.632637000000, -111.563222000000",,,,,,
01/22/2012,Salt Lake,Limelight Bowl,Natural,Facets,2',350,Unknown,Northeast,9000,"0.000000000000, 0.000000000000",,,,,,
01/22/2012,SE Idaho,State Line Bowl,Unknown,Facets,2.5',400,Unknown,East,8900,"42.010385000000, -111.551210000000",,,,,,
01/22/2012,Salt Lake,Pinecone Ridge,Natural,Facets,unknown,150,Unknown,Northeast,8800,"0.000000000000, 0.000000000000",,,,,,
01/22/2012,Uintas,Mill Hollow,Snowmobiler,Depth Hoar,unknown,300,250,North,10400,"40.394150000000, -111.183529000000",,,,,,
01/22/2012,Salt Lake,Butler Fork,Natural,Facets,unknown,Unknown,Unknown,North,7100,"40.663923000000, -111.665468000000",,,,,,
01/22/2012,Salt Lake,Hidden Canyon,Snowboarder,,5',80,600,North,10200,"40.595446000000, -111.561356000000",2,2,,,,
01/22/2012,Salt Lake,Happy Days,Skier,Facets,2.5',40,100,Northeast,8400,"40.637665000000, -111.643753000000",,,,,,
01/22/2012,Salt Lake,Brighton Perimeter,Unknown,,unknown,Unknown,Unknown,North,Unknown,"0.000000000000, 0.000000000000",,,,,,
01/22/2012,Salt Lake,Kessler Peak,Natural,,unknown,1/2 mile,2000,Northeast,10200,"40.623595000000, -111.667013000000",,,,,,
01/22/2012,Provo,Chablis,Skier,Depth Hoar,2.5',400,400,Northeast,9100,"40.369239000000, -111.607275000000",,,,,,
01/22/2012,Provo,Chablis,Skier,Facets,3',250,400,Northeast,9100,"40.369337000000, -111.607361000000",,,,,,
01/22/2012,Salt Lake,Banana Days,Unknown,,unknown,Unknown,Unknown,,10000,"40.608389000000, -111.644397000000",,,,,,
01/22/2012,Provo,Back of Bobs,Natural,Facets,"12""",80,350,Northeast,8200,"40.417489000000, -111.613294000000",,,,,,
01/22/2012,Provo,Timpanogos,Natural,Facets,unknown,Unknown,Unknown,North,11200,"40.418176000000, -111.669116000000",,,,,,
01/22/2012,Salt Lake,Main Days,Natural,Facets,unknown,900,1500,Northeast,10400,"40.605286000000, -111.643968000000",,,,,,
01/22/2012,Salt Lake,Mill D North,Unknown,,unknown,Unknown,Unknown,,8200,"40.652513000000, -111.631393000000",,,,,,
01/22/2012,Salt Lake,East Bowl,Natural,,unknown,Unknown,Unknown,,Unknown,"40.602003000000, -111.615987000000",,,,,,
01/22/2012,Provo,UFO Bowls,Natural,Facets,unknown,900,1500,Northeast,9600,"40.377152000000, -111.610966000000",,,,,,
01/22/2012,Logan,Logan,Natural,Depth Hoar,3',Unknown,Unknown,North,9500,"0.000000000000, 0.000000000000",,,,,,
01/22/2012,Salt Lake,Chicken Sh#! Ridge,Natural,,unknown,Unknown,Unknown,,Unknown,"40.613223000000, -111.643775000000",,,,,,
01/22/2012,Provo,Hidden Lakes,Natural,Facets,unknown,Unknown,300,North,10200,"40.390558000000, -111.628100000000",,,,,,
01/22/2012,Salt Lake,Squaretop,Unknown,,unknown,Unknown,Unknown,Southeast,9200,"40.663843000000, -111.595516000000",,,,,,
01/22/2012,Salt Lake,Canyons side country,Unknown,Facets,unknown,90,400,East,9200,"0.000000000000, 0.000000000000",,,,,,
01/22/2012,Salt Lake,Short Swing,Natural,,unknown,Unknown,Unknown,North,9200,"40.649167000000, -111.622939000000",,,,,,
01/22/2012,Ogden,Cutler Ridge,Natural,New Snow,3',200,150,Northeast,7500,"0.000000000000, 0.000000000000",,,,,,
01/21/2012,Salt Lake,Salt Lake,Unknown,,unknown,Unknown,Unknown,,Unknown,"0.000000000000, 0.000000000000",,,,,,
01/21/2012,Salt Lake,Salt Lake,Unknown,,unknown,Unknown,Unknown,,Unknown,"0.000000000000, 0.000000000000",,,,,,
01/21/2012,Logan,Steam Mill #3,Natural,Facets,unknown,300,500,Northeast,8900,"41.960296000000, -111.621077000000",,,,,,
01/21/2012,Logan,Garden City Canyon,Skier,Depth Hoar,2',50,90,Northeast,8500,"41.974475000000, -111.483228000000",,,,,,
01/21/2012,Logan,Beaver Mountain Backside,Unknown,Facets,2',200,Unknown,Northeast,7600,"41.958401000000, -111.548979000000",,,,,,
01/21/2012,Logan,Beaver Mountain Backside,Snowboarder,Depth Hoar,3',70,150,Northeast,8500,"0.000000000000, 0.000000000000",,,,,,
01/21/2012,Salt Lake,Bear Trap,Unknown,New Snow/Old Snow Interface,"15""",350,200,West,9600,"40.645675000000, -111.602683000000",,,,,,
01/21/2012,Logan,Logan Peak,Unknown,Facets,unknown,Unknown,Unknown,North,Unknown,"0.000000000000, 0.000000000000",,,,,,
01/21/2012,Salt Lake,Main Porter,Skier,,2',Unknown,Unknown,North,8400,"40.666317000000, -111.714821000000",,,,,,
01/21/2012,Salt Lake,Lake Desolation,Skier,Facets,"20""",1/4 mile,Unknown,North,9600,"40.656200000000, -111.601310000000",,,,,,
01/21/2012,Uintas,Uintas,Natural,,2.5',600,60,Northeast,10100,"40.844853000000, -110.989208000000",,,,,,
01/21/2012,Provo,Elk Point,Natural,Facets,unknown,Unknown,3000,Northeast,10500,"40.395522000000, -111.621351000000",,,,,,
01/21/2012,Salt Lake,Summit Park,Skier,,"20""",150,400,North,8500,"40.728267000000, -111.613884000000",,,,,,
01/21/2012,Provo,Timpanogos,Natural,Facets,unknown,Unknown,Unknown,West,10300,"40.417742000000, -111.632134000000",,,,,,
01/21/2012,Salt Lake,PC Iron Mountain,Natural,,unknown,300,600,Northeast,8500,"40.662060000000, -111.542687000000",,,,,,
01/21/2012,Salt Lake,White Pine Chutes,Natural,,unknown,Unknown,Unknown,,Unknown,"40.579545000000, -111.696507000000",,,,,,
01/21/2012,Salt Lake,Short Swing,Skier,,2',500,150,Northwest,Unknown,"0.000000000000, 0.000000000000",,,,,,
01/21/2012,Salt Lake,West Willow,Skier,Facets,"14""",175,600,East,Unknown,"40.646526000000, -111.599003000000",,,,,,
01/21/2012,Salt Lake,Mill D North,Skier,,"18""",50,30,Northeast,8200,"40.661108000000, -111.629591000000",,,,,,
01/21/2012,Provo,Timpanogos,Natural,Facets,unknown,Unknown,Unknown,North,10600,"40.410755000000, -111.662475000000",,,,,,
01/21/2012,Salt Lake,Butler Fork,Unknown,,unknown,Unknown,Unknown,,9300,"40.662450000000, -111.644568000000",,,,,,
01/20/2012,Uintas,Campbell Hollow,Skier,Depth Hoar,unknown,1000,300,North,9700,"40.460597000000, -111.150570000000",,,,,,
01/20/2012,Salt Lake,Reynolds Pk,Skier,Facets,"14""",60,200,Northwest,9200,"0.000000000000, 0.000000000000",,,,,,
01/20/2012,Salt Lake,Grizzly Gulch,Unknown,Facets,"14""",500,200,Northwest,9100,"40.593816000000, -111.623197000000",,,,,,
01/20/2012,Salt Lake,Soldier Fork,Skier,Facets,"18""",800,800,Northeast,9100,"40.674715000000, -111.656928000000",,,,,,
01/20/2012,Salt Lake,Days Fork,Skier,Facets,"16""",1/2 mile,700,North,10100,"40.600301000000, -111.637530000000",,,,,,
01/20/2012,Salt Lake,Big Water,Skier,Facets,"16""",100,800,Northeast,8800,"40.674161000000, -111.650190000000",,,,,,
01/20/2012,Logan,Bear River Range,Natural,Facets,unknown,Unknown,Unknown,North,Unknown,"41.709285000000, -111.742973000000",,,,,,
01/20/2012,Salt Lake,Big Water,Skier,Facets,"18""",60,Unknown,Northwest,8900,"40.674259000000, -111.651435000000",,,,,,
01/20/2012,Logan,East Faces-Wellsville Range,Natural,Facets,unknown,Unknown,Unknown,North,9000,"0.000000000000, 0.000000000000",,,,,,
01/20/2012,Salt Lake,Michigan City,Skier,Facets,unknown,40,50,West,Unknown,"40.596161000000, -111.613821000000",,,,,,
01/20/2012,Logan,"Garden City Bowl, the Gut",Unknown,Depth Hoar,2',125,350,Northeast,8600,"41.972740000000, -111.482949000000",,,,,,
01/20/2012,Logan,White Pine Knob,Skier,Facets,unknown,Unknown,Unknown,,Unknown,"41.921215000000, -111.629934000000",,,,,,
01/20/2012,Salt Lake,No Name Bowl,Skier,Facets,2',300,1000,Northeast,9700,"40.634839000000, -111.562428000000",,,,,,
01/20/2012,Salt Lake,Claytons,Unknown,Depth Hoar,3',150,500,East,10200,"40.594664000000, -111.559639000000",,,,,,
01/20/2012,Salt Lake,Flagstaff Gully,Skier,Facets,"14""",70,400,Southeast,9600,"40.596228000000, -111.639805000000",,,,,,
01/20/2012,Salt Lake,Twin Lakes Pass,Skier,Facets,3.5',350,700,Northeast,10000,"40.591771000000, -111.607919000000",,,,,,
01/20/2012,Salt Lake,Highway to Heaven,Skier,Facets,"12""",80,400,East,10200,"40.596945000000, -111.608734000000",,,,,,
01/20/2012,Salt Lake,Hidden Canyon,Snowboarder,Depth Hoar,3.5',125,300,Northeast,9500,"40.599226000000, -111.571827000000",2,2,1,,,
01/20/2012,Salt Lake,White Pine Canyon,Skier,Facets,"20""",100,400,East,9700,"40.631347000000, -111.563759000000",,,,,,
01/20/2012,Salt Lake,Toms Hill,Skier,Facets,"13""",250,100,Northeast,9000,"40.661629000000, -111.638603000000",,,,,,
01/20/2012,Salt Lake,Davenport Hill,Skier,Facets,"16""",500,700,North,10000,"40.599968000000, -111.620730000000",,,,,,
01/20/2012,Logan,Beaver Mountain Backside,Unknown,Depth Hoar,"20""",Unknown,Unknown,East,8200,"41.957212000000, -111.557472000000",,,,,,
01/20/2012,Salt Lake,East Bowl,Skier,Facets,"16""",80,350,West,10100,"40.600888000000, -111.616631000000",,,,,,
01/20/2012,Salt Lake,Short Swing,Skier,Facets,"12""",40,60,Northwest,8700,"40.650722000000, -111.626673000000",,,,,,
01/20/2012,Logan,Tony Grove,Natural,,2',Unknown,Unknown,North,7100,"0.000000000000, 0.000000000000",,,,,,
01/20/2012,Skyline,Skyline,Skier,Facets,2.5',200,150,East,9500,"39.630945000000, -111.330214000000",,,,,,
01/20/2012,Ogden,Powder Mountain,Skier,Facets,2.5',100,30,East,7400,"0.000000000000, 0.000000000000",,,,,,
